body,votes,tags,link,title
"<div class=""post-text"" itemprop=""text"">

<p>Say I create an object as follows:</p>

<pre><code>var myObject = {
    ""ircEvent"": ""PRIVMSG"",
    ""method"": ""newURI"",
    ""regex"": ""^http://.*""
};
</code></pre>

<p>What is the best way to remove the property <code>regex</code> to end up with new <code>myObject</code> as follows?</p>

<pre><code>var myObject = {
    ""ircEvent"": ""PRIVMSG"",
    ""method"": ""newURI""
};
</code></pre>
    </div>",5003,"javascript,javascript-objects,object-properties",https://stackoverflow.com/questions/208105/how-do-i-remove-a-property-from-a-javascript-object,How do I remove a property from a JavaScript object?
"<div class=""post-text"" itemprop=""text"">

<p>What is the most efficient way to clone a JavaScript object? I've seen <code>obj = eval(uneval(o));</code> being used, but <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/uneval"" rel=""noreferrer"">that's non-standard and only supported by Firefox</a>.<br><br> I've done things like <code>obj = JSON.parse(JSON.stringify(o));</code> but question the efficiency. <br><br> I've also seen recursive copying functions with various flaws.
<br>
I'm surprised no canonical solution exists.</p>
    </div>",4621,"javascript,object,clone",https://stackoverflow.com/questions/122102/what-is-the-most-efficient-way-to-deep-clone-an-object-in-javascript,What is the most efficient way to deep clone an object in JavaScript?
"<div class=""post-text"" itemprop=""text"">

<p>What does the <code>if __name__ == ""__main__"":</code> do?</p>

<pre><code># Threading example
import time, thread

def myfunction(string, sleeptime, lock, *args):
    while True:
        lock.acquire()
        time.sleep(sleeptime)
        lock.release()
        time.sleep(sleeptime)

if __name__ == ""__main__"":
    lock = thread.allocate_lock()
    thread.start_new_thread(myfunction, (""Thread #: 1"", 2, lock))
    thread.start_new_thread(myfunction, (""Thread #: 2"", 2, lock))
</code></pre>
    </div>",4265,"python,namespaces,main,python-module,idioms",https://stackoverflow.com/questions/419163/what-does-if-name-main-do,What does if __name__ == “__main__”: do?
"<div class=""post-text"" itemprop=""text"">

<p>I always thought Java was <strong>pass-by-reference</strong>.</p>

<p>However, I've seen a couple of blog posts (for example, <a href=""http://javadude.com/articles/passbyvalue.htm"" rel=""noreferrer"">this blog</a>) that claim that it isn't.</p>

<p>I don't think I understand the distinction they're making. </p>

<p>What is the explanation?</p>
    </div>",5573,"java,methods,parameter-passing,pass-by-reference,pass-by-value",https://stackoverflow.com/questions/40480/is-java-pass-by-reference-or-pass-by-value,Is Java “pass-by-reference” or “pass-by-value”?
"<div class=""post-text"" itemprop=""text"">

<p>What is the difference between android units of measure?</p>

<ul>
<li>px</li>
<li>dip</li>
<li>dp</li>
<li>sp</li>
</ul>
    </div>",5221,"android,android-layout,user-interface,dimension,units-of-measurement",https://stackoverflow.com/questions/2025282/what-is-the-difference-between-px-dip-dp-and-sp,"What is the difference between “px”, “dip”, “dp” and “sp”?"
"<div class=""post-text"" itemprop=""text"">

<p>I'm using <a href=""http://en.wikipedia.org/wiki/JSLint"" rel=""noreferrer"">JSLint</a> to go through JavaScript, and it's returning many suggestions to replace <code>==</code> (two equals signs) with <code>===</code> (three equals signs) when doing things like comparing <code>idSele_UNVEHtype.value.length == 0</code> inside of an <code>if</code> statement.</p>

<p>Is there a performance benefit to replacing <code>==</code> with <code>===</code>? </p>

<p>Any performance improvement would be welcomed as many comparison operators exist.</p>

<p>If no type conversion takes place, would there be a performance gain over <code>==</code>?</p>
    </div>",5673,"javascript,operators,equality,equality-operator,identity-operator",https://stackoverflow.com/questions/359494/which-equals-operator-vs-should-be-used-in-javascript-comparisons,Which equals operator (== vs ===) should be used in JavaScript comparisons?
"<div class=""post-text"" itemprop=""text"">

<p>How do you delete untracked local files from your current working tree?</p>
    </div>",5877,"git,branch,git-branch",https://stackoverflow.com/questions/61212/how-to-remove-local-untracked-files-from-the-current-git-working-tree,How to remove local (untracked) files from the current Git working tree?
"<div class=""post-text"" itemprop=""text"">

<p>If I run the following program, which parses two date strings referencing times 1 second apart and compares them:</p>

<pre><code>public static void main(String[] args) throws ParseException {
    SimpleDateFormat sf = new SimpleDateFormat(""yyyy-MM-dd HH:mm:ss"");  
    String str3 = ""1927-12-31 23:54:07"";  
    String str4 = ""1927-12-31 23:54:08"";  
    Date sDt3 = sf.parse(str3);  
    Date sDt4 = sf.parse(str4);  
    long ld3 = sDt3.getTime() /1000;  
    long ld4 = sDt4.getTime() /1000;
    System.out.println(ld4-ld3);
}
</code></pre>

<p>The output is:</p>

<blockquote>
  <p>353</p>
</blockquote>

<p>Why is <code>ld4-ld3</code> not <code>1</code> (as I would expect from the one-second difference in the times), but <code>353</code>?</p>

<p>If I change the dates to times 1 second later:</p>

<pre><code>String str3 = ""1927-12-31 23:54:08"";  
String str4 = ""1927-12-31 23:54:09"";  
</code></pre>

<p>Then <code>ld4-ld3</code> will be <code>1</code>.</p>

<hr>

<p>Java version:</p>

<pre class=""lang-none prettyprint-override""><code>java version ""1.6.0_22""
Java(TM) SE Runtime Environment (build 1.6.0_22-b04)
Dynamic Code Evolution Client VM (build 0.2-b02-internal, 19.0-b04-internal, mixed mode)

Timezone(`TimeZone.getDefault()`):

sun.util.calendar.ZoneInfo[id=""Asia/Shanghai"",
offset=28800000,dstSavings=0,
useDaylight=false,
transitions=19,
lastRule=null]

Locale(Locale.getDefault()): zh_CN
</code></pre>
    </div>",6094,"java,date,timezone",https://stackoverflow.com/questions/6841333/why-is-subtracting-these-two-times-in-1927-giving-a-strange-result,Why is subtracting these two times (in 1927) giving a strange result?
"<div class=""post-text"" itemprop=""text"">

<p>How do I force an overwrite of local files on a <code>git pull</code>?</p>

<p>The scenario is following:</p>

<ul>
<li>A team member is modifying the templates for a website we are working on</li>
<li>They are adding some images to the images directory (but forgets to add them under source control)</li>
<li>They are sending the images by mail, later, to me</li>
<li>I'm adding the images under the source control and pushing them to GitHub together with other changes</li>
<li>They cannot pull updates from GitHub because Git doesn't want to overwrite their files.</li>
</ul>

<p>This is the error I'm getting:</p>

<pre><code>error: Untracked working tree file 'public/images/icon.gif' would be overwritten by merge
</code></pre>

<p>How do I force Git to overwrite them? The person is a designer - usually I resolve all the conflicts by hand, so the server has the most recent version that they just needs to update on their computer.</p>
    </div>",5334,"git,version-control,overwrite,git-pull,git-fetch",https://stackoverflow.com/questions/1125968/how-do-i-force-git-pull-to-overwrite-local-files,How do I force “git pull” to overwrite local files?
"<div class=""post-text"" itemprop=""text"">

<p>How do I revert from my current state to a snapshot made on a certain commit?</p>

<p>If I do <code>git log</code>, then I get the following output:</p>

<pre><code>$ git log
commit a867b4af366350be2e7c21b8de9cc6504678a61b`
Author: Me &lt;me@me.com&gt;
Date:   Thu Nov 4 18:59:41 2010 -0400

blah blah blah...

commit 25eee4caef46ae64aa08e8ab3f988bc917ee1ce4
Author: Me &lt;me@me.com&gt;
Date:   Thu Nov 4 05:13:39 2010 -0400

more blah blah blah...

commit 0766c053c0ea2035e90f504928f8df3c9363b8bd
Author: Me &lt;me@me.com&gt;
Date:   Thu Nov 4 00:55:06 2010 -0400

And yet more blah blah...

commit 0d1d7fc32e5a947fbd92ee598033d85bfc445a50
Author: Me &lt;me@me.com&gt;
Date:   Wed Nov 3 23:56:08 2010 -0400

Yep, more blah blah.
</code></pre>

<p>How do revert to the commit from November 3, i.e. commit <code>0d1d7fc</code>?</p>
    </div>",6134,"git,git-checkout,git-reset,git-revert",https://stackoverflow.com/questions/4114095/how-to-revert-a-git-repository-to-a-previous-commit,How to revert a Git repository to a previous commit
"<div class=""post-text"" itemprop=""text"">

<p>I have an array of integers, and I'm using the <code>.push()</code> method to add elements to it.</p>

<p>Is there a simple way to remove a specific element from an array? The equivalent of something like <code>array.remove(int);</code>.</p>

<p>I have to use <em>core</em> JavaScript - <em>no</em> frameworks are allowed.</p>
    </div>",6303,"javascript,arrays",https://stackoverflow.com/questions/5767325/how-do-i-remove-a-particular-element-from-an-array-in-javascript,How do I remove a particular element from an array in JavaScript?
"<div class=""post-text"" itemprop=""text"">

<p>How come certain random strings produce colors when entered as background colors in HTML? For example:</p>

<p></p><div class=""snippet"" data-lang=""js"" data-hide=""false"" data-console=""false"" data-babel=""false"">
<div class=""snippet-code"">
<pre class=""snippet-code-html lang-html prettyprint-override""><code>&lt;body bgcolor=""chucknorris""&gt; test &lt;/body&gt;</code></pre>
</div>
</div>


<p>...produces a document with a <strong>red background</strong> across all browsers and platforms.</p>

<p>Interestingly, while <code>chucknorri</code> produces a red background as well, <code>chucknorr</code> produces a yellow background.</p>

<p>What's going on <a href=""https://codepen.io/gibinealias/pen/YePwLJ"" rel=""noreferrer"">here</a>?</p>
    </div>",6612,"html,background-color",https://stackoverflow.com/questions/8318911/why-does-html-think-chucknorris-is-a-color,Why does HTML think “chucknorris” is a color?
"<div class=""post-text"" itemprop=""text"">

<p>Can I use comments inside a JSON file? If so, how?</p>
    </div>",5893,"json,comments",https://stackoverflow.com/questions/244777/can-comments-be-used-in-json,Can comments be used in JSON?
"<div class=""post-text"" itemprop=""text"">

<p>It is possible to toggle the visibility of an element, using the functions <code>.hide()</code>, <code>.show()</code> or <code>.toggle()</code>.</p>

<p>How would you test if an element is visible or hidden?</p>
    </div>",6794,"javascript,jquery,dom,visibility",https://stackoverflow.com/questions/178325/how-do-i-check-if-an-element-is-hidden-in-jquery,How do I check if an element is hidden in jQuery?
"<div class=""post-text"" itemprop=""text"">

<p>Recently, I ran some of my JavaScript code through Crockford's <a href=""http://www.jslint.com/"" rel=""noreferrer"">JSLint</a>, and it gave the following error:</p>

<blockquote>
  <p>Problem at line 1 character 1: Missing ""use strict"" statement.</p>
</blockquote>

<p>Doing some searching, I realized that some people add <code>""use strict"";</code> into their JavaScript code. Once I added the statement, the error stopped appearing. Unfortunately, Google did not reveal much of the history behind this string statement. Certainly it must have something to do with how the JavaScript is interpreted by the browser, but I have no idea what the effect would be.</p>

<p>So what is <code>""use strict"";</code> all about, what does it imply, and is it still relevant?</p>

<p>Do any of the current browsers respond to the <code>""use strict"";</code> string or is it for future use?</p>
    </div>",6781,"javascript,syntax,jslint,use-strict",https://stackoverflow.com/questions/1335851/what-does-use-strict-do-in-javascript-and-what-is-the-reasoning-behind-it,"What does “use strict” do in JavaScript, and what is the reasoning behind it?"
"<div class=""post-text"" itemprop=""text"">

<p>I've recently started maintaining someone else's JavaScript code. I'm fixing bugs, adding features, and also trying to tidy up the code and make it more consistent.</p>

<p>The previous developer uses two ways of declaring functions and I can't work out if there is a reason behind it or not.</p>

<p>The two ways are:</p>

<pre><code>var functionOne = function() {
    // Some code
};
</code></pre>



<pre><code>function functionTwo() {
    // Some code
}
</code></pre>

<p>What are the reasons for using these two different methods and what are the pros and cons of each? Is there anything that can be done with one method that can't be done with the other?</p>
    </div>",6124,"javascript,function,syntax,idioms",https://stackoverflow.com/questions/336859/var-functionname-function-vs-function-functionname,var functionName = function() {} vs function functionName() {}
